"Fecha";"Mercado";"Producto";"Precio"
"23-04-20";"B.Blanca";"Girasol";"U$S 247.31"
"24-04-20";"B.Blanca";"Girasol";"U$S 247.73"
"28-04-20";"B.Blanca";"Girasol";"U$S 248.47"
"29-04-20";"B.Blanca";"Girasol";"U$S 248.93"
"30-04-20";"B.Blanca";"Girasol";"U$S 249.27"
"04-05-20";"B.Blanca";"Girasol";"U$S 249.6"
"05-05-20";"B.Blanca";"Girasol";"U$S 246.81"
"06-05-20";"B.Blanca";"Girasol";"U$S 240.28"
"07-05-20";"B.Blanca";"Girasol";"U$S 239.29"
"08-05-20";"B.Blanca";"Girasol";"U$S 239.57"
"11-05-20";"B.Blanca";"Girasol";"U$S 239.93"
"12-05-20";"B.Blanca";"Girasol";"U$S 240.24"
"13-05-20";"B.Blanca";"Girasol";"U$S 240.54"
"15-05-20";"B.Blanca";"Girasol";"U$S 241.21"
"18-05-20";"B.Blanca";"Girasol";"U$S 241.54"
"19-05-20";"B.Blanca";"Girasol";"U$S 241.82"
"20-05-20";"B.Blanca";"Girasol";"U$S 242.18"
"21-05-20";"B.Blanca";"Girasol";"U$S 247.55"
"26-05-20";"B.Blanca";"Girasol";"U$S 243.15"
"27-05-20";"B.Blanca";"Girasol";"U$S 248.53"
"29-05-20";"B.Blanca";"Girasol";"U$S 239.31"
"01-06-20";"B.Blanca";"Girasol";"U$S 239.61"
"03-06-20";"B.Blanca";"Girasol";"U$S 240.24"
"08-06-20";"B.Blanca";"Girasol";"U$S 241.19"
"16-06-20";"B.Blanca";"Girasol";"U$S 246.29"
"18-06-20";"B.Blanca";"Girasol";"U$S 246.53"
"22-06-20";"B.Blanca";"Girasol";"U$S 249.29"
"23-06-20";"B.Blanca";"Girasol";"U$S 249.29"
"24-06-20";"B.Blanca";"Girasol";"U$S 249.29"
"25-06-20";"B.Blanca";"Girasol";"U$S 249.29"
"26-06-20";"B.Blanca";"Girasol";"U$S 249.29"
"29-06-20";"B.Blanca";"Girasol";"U$S 249.29"
"30-06-20";"B.Blanca";"Girasol";"U$S 249.29"
"01-07-20";"B.Blanca";"Girasol";"U$S 249.29"
"02-07-20";"B.Blanca";"Girasol";"U$S 249.29"
"06-07-20";"B.Blanca";"Girasol";"U$S 249.29"
"20-07-20";"B.Blanca";"Girasol";"U$S 250.14"
"28-07-20";"B.Blanca";"Girasol";"U$S 249.51"
"31-07-20";"B.Blanca";"Girasol";"U$S 249.31"
"03-08-20";"B.Blanca";"Girasol";"U$S 249.31"
"06-08-20";"B.Blanca";"Girasol";"U$S 249.31"
"11-08-20";"B.Blanca";"Girasol";"U$S 254.3"
"13-08-20";"B.Blanca";"Girasol";"U$S 254.51"
"14-08-20";"B.Blanca";"Girasol";"U$S 254.69"
"18-08-20";"B.Blanca";"Girasol";"U$S 255.52"
"19-08-20";"B.Blanca";"Girasol";"U$S 254.31"
"20-08-20";"B.Blanca";"Girasol";"U$S 254.31"
"21-08-20";"B.Blanca";"Girasol";"U$S 254.31"
"24-08-20";"B.Blanca";"Girasol";"U$S 254.31"
"25-08-20";"B.Blanca";"Girasol";"U$S 254.31"
"26-08-20";"B.Blanca";"Girasol";"U$S 254.48"
"31-08-20";"B.Blanca";"Girasol";"U$S 259.3"
"01-09-20";"B.Blanca";"Girasol";"U$S 259.3"
"03-09-20";"B.Blanca";"Girasol";"U$S 254.31"
"22-02-21";"B.Blanca";"Girasol";"U$S 429.04"
"24-02-21";"B.Blanca";"Girasol";"U$S 429.04"
"25-02-21";"B.Blanca";"Girasol";"U$S 429.04"
"26-02-21";"B.Blanca";"Girasol";"U$S 429.04"
"01-03-21";"B.Blanca";"Girasol";"U$S 439.02"
"02-03-21";"B.Blanca";"Girasol";"U$S 439.02"
"03-03-21";"B.Blanca";"Girasol";"U$S 439.02"
"04-03-21";"B.Blanca";"Girasol";"U$S 439.03"
"08-03-21";"B.Blanca";"Girasol";"U$S 439.03"
"09-03-21";"B.Blanca";"Girasol";"U$S 439.03"
"10-03-21";"B.Blanca";"Girasol";"U$S 439.03"
"11-03-21";"B.Blanca";"Girasol";"U$S 439.03"
"12-03-21";"B.Blanca";"Girasol";"U$S 439.03"
"15-03-21";"B.Blanca";"Girasol";"U$S 458.99"
"16-03-21";"B.Blanca";"Girasol";"U$S 449.01"
"25-03-21";"B.Blanca";"Girasol";"U$S 459"
"26-03-21";"B.Blanca";"Girasol";"U$S 459"
"29-03-21";"B.Blanca";"Girasol";"U$S 459"
"30-03-21";"B.Blanca";"Girasol";"U$S 459"
"05-04-21";"B.Blanca";"Girasol";"U$S 449.02"
"06-04-21";"B.Blanca";"Girasol";"U$S 449.02"
"07-04-21";"B.Blanca";"Girasol";"U$S 449.03"
"08-04-21";"B.Blanca";"Girasol";"U$S 449.03"
"09-04-21";"B.Blanca";"Girasol";"U$S 449.03"
"12-04-21";"B.Blanca";"Girasol";"U$S 439.05"
"13-04-21";"B.Blanca";"Girasol";"U$S 439.05"
"14-04-21";"B.Blanca";"Girasol";"U$S 439.05"
"15-04-21";"B.Blanca";"Girasol";"U$S 439.05"
"16-04-21";"B.Blanca";"Girasol";"U$S 439.05"
"19-04-21";"B.Blanca";"Girasol";"U$S 439.05"
"20-04-21";"B.Blanca";"Girasol";"U$S 429.07"
"21-04-21";"B.Blanca";"Girasol";"U$S 429.08"
"30-04-21";"B.Blanca";"Girasol";"U$S 419.1"
"03-05-21";"B.Blanca";"Girasol";"U$S 419.1"
"04-05-21";"B.Blanca";"Girasol";"U$S 419.1"
"05-05-21";"B.Blanca";"Girasol";"U$S 419.1"
"06-05-21";"B.Blanca";"Girasol";"U$S 419.1"
"07-05-21";"B.Blanca";"Girasol";"U$S 419.1"
"10-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"11-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"12-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"13-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"14-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"17-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"19-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"20-05-21";"B.Blanca";"Girasol";"U$S 419.11"
"21-05-21";"B.Blanca";"Girasol";"U$S 419.1"
"26-05-21";"B.Blanca";"Girasol";"U$S 420"
"27-05-21";"B.Blanca";"Girasol";"U$S 409.13"
"28-05-21";"B.Blanca";"Girasol";"U$S 409.13"
"31-05-21";"B.Blanca";"Girasol";"U$S 409.13"
"01-06-21";"B.Blanca";"Girasol";"U$S 409.13"
"02-06-21";"B.Blanca";"Girasol";"U$S 409.13"
"03-06-21";"B.Blanca";"Girasol";"U$S 409.14"
"04-06-21";"B.Blanca";"Girasol";"U$S 409.14"
"08-06-21";"B.Blanca";"Girasol";"U$S 399.16"
"09-06-21";"B.Blanca";"Girasol";"U$S 399.16"
"10-06-21";"B.Blanca";"Girasol";"U$S 399.16"
"11-06-21";"B.Blanca";"Girasol";"U$S 399.16"
"14-06-21";"B.Blanca";"Girasol";"U$S 399.16"
"15-06-21";"B.Blanca";"Girasol";"U$S 399.16"
"16-06-21";"B.Blanca";"Girasol";"U$S 399.16"
"22-06-21";"B.Blanca";"Girasol";"U$S 379.2"
"23-06-21";"B.Blanca";"Girasol";"U$S 369.23"
"24-06-21";"B.Blanca";"Girasol";"U$S 359.25"
"25-06-21";"B.Blanca";"Girasol";"U$S 359.43"
"28-06-21";"B.Blanca";"Girasol";"U$S 349.78"
"01-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"05-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"07-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"08-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"12-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"14-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"15-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"16-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"19-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"21-07-21";"B.Blanca";"Girasol";"U$S 344.28"
"22-07-21";"B.Blanca";"Girasol";"U$S 349.27"
"26-07-21";"B.Blanca";"Girasol";"U$S 349.27"
"27-07-21";"B.Blanca";"Girasol";"U$S 349.28"
"03-08-21";"B.Blanca";"Girasol";"U$S 359.26"
"04-08-21";"B.Blanca";"Girasol";"U$S 359.26"
"05-08-21";"B.Blanca";"Girasol";"U$S 359.26"
"06-08-21";"B.Blanca";"Girasol";"U$S 359.26"
"09-08-21";"B.Blanca";"Girasol";"U$S 359.26"
"10-08-21";"B.Blanca";"Girasol";"U$S 359.26"
"11-08-21";"B.Blanca";"Girasol";"U$S 332.31"
"12-08-21";"B.Blanca";"Girasol";"U$S 359.26"
"13-08-21";"B.Blanca";"Girasol";"U$S 369.24"
"17-08-21";"B.Blanca";"Girasol";"U$S 379.22"
"18-08-21";"B.Blanca";"Girasol";"U$S 379.22"
"20-08-21";"B.Blanca";"Girasol";"U$S 379.22"
"23-08-21";"B.Blanca";"Girasol";"U$S 384.21"
"24-08-21";"B.Blanca";"Girasol";"U$S 384.21"
"23-02-22";"B.Blanca";"Girasol";"U$S 469.12"
"24-02-22";"B.Blanca";"Girasol";"U$S 499.07"
"25-02-22";"B.Blanca";"Girasol";"U$S 499.07"
"22-01-10";"B.Blanca";"Maiz";"U$S 131.34"
"24-02-10";"B.Blanca";"Maiz";"U$S 124.35"
"25-02-10";"B.Blanca";"Maiz";"U$S 124.38"
"01-03-10";"B.Blanca";"Maiz";"U$S 129.63"
"02-03-10";"B.Blanca";"Maiz";"U$S 124.51"
"03-03-10";"B.Blanca";"Maiz";"U$S 124.51"
"04-03-10";"B.Blanca";"Maiz";"U$S 124.48"
"05-03-10";"B.Blanca";"Maiz";"U$S 124.38"
"08-03-10";"B.Blanca";"Maiz";"U$S 124.38"
"09-03-10";"B.Blanca";"Maiz";"U$S 122.99"
"11-03-10";"B.Blanca";"Maiz";"U$S 120.6"
"15-03-10";"B.Blanca";"Maiz";"U$S 121.67"
"16-03-10";"B.Blanca";"Maiz";"U$S 119.11"
"17-03-10";"B.Blanca";"Maiz";"U$S 118.59"
"22-03-10";"B.Blanca";"Maiz";"U$S 122.15"
"06-04-10";"B.Blanca";"Maiz";"U$S 117.01"
"07-04-10";"B.Blanca";"Maiz";"U$S 118.94"
"08-04-10";"B.Blanca";"Maiz";"U$S 127.71"
"09-04-10";"B.Blanca";"Maiz";"U$S 123.84"
"20-04-10";"B.Blanca";"Maiz";"U$S 122.19"
"21-04-10";"B.Blanca";"Maiz";"U$S 124.52"
"04-06-10";"B.Blanca";"Maiz";"U$S 121.3"
"07-06-10";"B.Blanca";"Maiz";"U$S 123.66"
"08-06-10";"B.Blanca";"Maiz";"U$S 121.81"
"09-06-10";"B.Blanca";"Maiz";"U$S 121.78"
"10-06-10";"B.Blanca";"Maiz";"U$S 121.71"
"18-06-10";"B.Blanca";"Maiz";"U$S 128.63"
"23-06-10";"B.Blanca";"Maiz";"U$S 123.76"
"24-06-10";"B.Blanca";"Maiz";"U$S 122.14"
"25-06-10";"B.Blanca";"Maiz";"U$S 122.33"
"28-06-10";"B.Blanca";"Maiz";"U$S 121.54"
"29-06-10";"B.Blanca";"Maiz";"U$S 118.77"
"30-06-10";"B.Blanca";"Maiz";"U$S 122.11"
"01-07-10";"B.Blanca";"Maiz";"U$S 125.22"
"02-07-10";"B.Blanca";"Maiz";"U$S 126.69"
"05-07-10";"B.Blanca";"Maiz";"U$S 126.68"
"06-07-10";"B.Blanca";"Maiz";"U$S 128.08"
"07-07-10";"B.Blanca";"Maiz";"U$S 126.78"
"08-07-10";"B.Blanca";"Maiz";"U$S 126.7"
"10-07-10";"B.Blanca";"Maiz";"U$S 149.86"
"13-07-10";"B.Blanca";"Maiz";"U$S 126.69"
"14-07-10";"B.Blanca";"Maiz";"U$S 128.62"
"15-07-10";"B.Blanca";"Maiz";"U$S 128.59"
"22-07-10";"B.Blanca";"Maiz";"U$S 126.4"
"06-10-10";"B.Blanca";"Maiz";"U$S 148.99"
"07-10-10";"B.Blanca";"Maiz";"U$S 149.07"
"08-10-10";"B.Blanca";"Maiz";"U$S 151.67"
"12-10-10";"B.Blanca";"Maiz";"U$S 159.29"
"04-02-14";"B.Blanca";"Maiz";"U$S 152.39"
"10-02-14";"B.Blanca";"Maiz";"U$S 162.4"
"28-03-14";"B.Blanca";"Maiz";"U$S 170.81"
"28-04-14";"B.Blanca";"Maiz";"U$S 175.73"
"14-05-14";"B.Blanca";"Maiz";"U$S 177.7"
"23-05-14";"B.Blanca";"Maiz";"U$S 179.81"
"26-05-14";"B.Blanca";"Maiz";"U$S 179.77"
"28-05-14";"B.Blanca";"Maiz";"U$S 178.35"
"29-05-14";"B.Blanca";"Maiz";"U$S 179.57"
"24-06-14";"B.Blanca";"Maiz";"U$S 153.38"
"25-06-14";"B.Blanca";"Maiz";"U$S 153.71"
"26-06-14";"B.Blanca";"Maiz";"U$S 150.02"
"27-06-14";"B.Blanca";"Maiz";"U$S 149.16"
"18-07-14";"B.Blanca";"Maiz";"U$S 147.06"
"21-07-14";"B.Blanca";"Maiz";"U$S 140.81"
"22-07-14";"B.Blanca";"Maiz";"U$S 140.83"
"24-07-14";"B.Blanca";"Maiz";"U$S 140.67"
"25-07-14";"B.Blanca";"Maiz";"U$S 142.46"
"28-07-14";"B.Blanca";"Maiz";"U$S 140.52"
"30-07-14";"B.Blanca";"Maiz";"U$S 142.67"
"04-08-14";"B.Blanca";"Maiz";"U$S 139.23"
"05-08-14";"B.Blanca";"Maiz";"U$S 139.09"
"07-08-14";"B.Blanca";"Maiz";"U$S 139.07"
"04-09-14";"B.Blanca";"Maiz";"U$S 116.65"
"05-09-14";"B.Blanca";"Maiz";"U$S 116.46"
"10-09-14";"B.Blanca";"Maiz";"U$S 115.48"
"09-10-14";"B.Blanca";"Maiz";"U$S 123.97"
"10-10-14";"B.Blanca";"Maiz";"U$S 124.03"
"16-10-14";"B.Blanca";"Maiz";"U$S 123.91"
"17-10-14";"B.Blanca";"Maiz";"U$S 123.88"
"20-10-14";"B.Blanca";"Maiz";"U$S 123.7"
"21-10-14";"B.Blanca";"Maiz";"U$S 123.7"
"22-10-14";"B.Blanca";"Maiz";"U$S 123.69"
"23-10-14";"B.Blanca";"Maiz";"U$S 123.69"
"11-11-14";"B.Blanca";"Maiz";"U$S 129.26"
"12-11-14";"B.Blanca";"Maiz";"U$S 129.26"
"13-11-14";"B.Blanca";"Maiz";"U$S 129.26"
"14-11-14";"B.Blanca";"Maiz";"U$S 129.24"
"17-11-14";"B.Blanca";"Maiz";"U$S 129.23"
"18-11-14";"B.Blanca";"Maiz";"U$S 129.23"
"19-11-14";"B.Blanca";"Maiz";"U$S 129.2"
"20-11-14";"B.Blanca";"Maiz";"U$S 129.2"
"21-11-14";"B.Blanca";"Maiz";"U$S 129.17"
"25-11-14";"B.Blanca";"Maiz";"U$S 129.06"
"26-11-14";"B.Blanca";"Maiz";"U$S 129.06"
"28-11-14";"B.Blanca";"Maiz";"U$S 129.05"
"01-12-14";"B.Blanca";"Maiz";"U$S 128.93"
"02-12-14";"B.Blanca";"Maiz";"U$S 128.81"
"03-12-14";"B.Blanca";"Maiz";"U$S 128.78"
"05-12-14";"B.Blanca";"Maiz";"U$S 130.89"
"09-12-14";"B.Blanca";"Maiz";"U$S 132.02"
"10-12-14";"B.Blanca";"Maiz";"U$S 130.39"
"11-12-14";"B.Blanca";"Maiz";"U$S 131.23"
"15-12-14";"B.Blanca";"Maiz";"U$S 132.15"
"16-12-14";"B.Blanca";"Maiz";"U$S 132.15"
"28-01-15";"B.Blanca";"Maiz";"U$S 127.45"
"02-02-15";"B.Blanca";"Maiz";"U$S 129.39"
"05-02-15";"B.Blanca";"Maiz";"U$S 129.33"
"06-02-15";"B.Blanca";"Maiz";"U$S 129.35"
"09-02-15";"B.Blanca";"Maiz";"U$S 129.24"
"10-02-15";"B.Blanca";"Maiz";"U$S 129.15"
"11-02-15";"B.Blanca";"Maiz";"U$S 129.06"
"12-02-15";"B.Blanca";"Maiz";"U$S 129.02"
"13-02-15";"B.Blanca";"Maiz";"U$S 128.96"
"19-02-15";"B.Blanca";"Maiz";"U$S 128.78"
"20-02-15";"B.Blanca";"Maiz";"U$S 128.69"
"23-02-15";"B.Blanca";"Maiz";"U$S 126.29"
"24-02-15";"B.Blanca";"Maiz";"U$S 126.18"
"26-02-15";"B.Blanca";"Maiz";"U$S 123.84"
"03-03-15";"B.Blanca";"Maiz";"U$S 123.58"
"06-03-15";"B.Blanca";"Maiz";"U$S 119.89"
"16-03-15";"B.Blanca";"Maiz";"U$S 117.27"
"19-05-15";"B.Blanca";"Maiz";"U$S 116.1"
"26-05-15";"B.Blanca";"Maiz";"U$S 114.72"
"27-05-15";"B.Blanca";"Maiz";"U$S 114.66"
"28-05-15";"B.Blanca";"Maiz";"U$S 114.07"
"29-05-15";"B.Blanca";"Maiz";"U$S 113.43"
"01-06-15";"B.Blanca";"Maiz";"U$S 112.27"
"02-06-15";"B.Blanca";"Maiz";"U$S 112.21"
"03-06-15";"B.Blanca";"Maiz";"U$S 113.25"
"04-06-15";"B.Blanca";"Maiz";"U$S 113.21"
"05-06-15";"B.Blanca";"Maiz";"U$S 113.16"
"09-06-15";"B.Blanca";"Maiz";"U$S 113.04"
"10-06-15";"B.Blanca";"Maiz";"U$S 110.75"
"11-06-15";"B.Blanca";"Maiz";"U$S 110.72"
"12-06-15";"B.Blanca";"Maiz";"U$S 110.66"
"15-06-15";"B.Blanca";"Maiz";"U$S 110.16"
"16-06-15";"B.Blanca";"Maiz";"U$S 105.71"
"17-06-15";"B.Blanca";"Maiz";"U$S 104.97"
"18-06-15";"B.Blanca";"Maiz";"U$S 99.43"
"19-06-15";"B.Blanca";"Maiz";"U$S 99.38"
"22-06-15";"B.Blanca";"Maiz";"U$S 97.12"
"23-06-15";"B.Blanca";"Maiz";"U$S 97.08"
"24-06-15";"B.Blanca";"Maiz";"U$S 97.03"
"25-06-15";"B.Blanca";"Maiz";"U$S 96.99"
"26-06-15";"B.Blanca";"Maiz";"U$S 99.14"
"29-06-15";"B.Blanca";"Maiz";"U$S 99.64"
"02-07-15";"B.Blanca";"Maiz";"U$S 103.66"
"03-07-15";"B.Blanca";"Maiz";"U$S 102.7"
"06-07-15";"B.Blanca";"Maiz";"U$S 102.11"
"07-07-15";"B.Blanca";"Maiz";"U$S 100.83"
"08-07-15";"B.Blanca";"Maiz";"U$S 97.61"
"20-07-15";"B.Blanca";"Maiz";"U$S 96.16"
"22-07-15";"B.Blanca";"Maiz";"U$S 96.06"
"23-07-15";"B.Blanca";"Maiz";"U$S 96.02"
"10-09-15";"B.Blanca";"Maiz";"U$S 96.32"
"23-09-15";"B.Blanca";"Maiz";"U$S 95.77"
"24-09-15";"B.Blanca";"Maiz";"U$S 97.83"
"08-10-15";"B.Blanca";"Maiz";"U$S 116.28"
"13-10-15";"B.Blanca";"Maiz";"U$S 116.11"
"14-10-15";"B.Blanca";"Maiz";"U$S 116.05"
"15-10-15";"B.Blanca";"Maiz";"U$S 115.98"
"03-11-15";"B.Blanca";"Maiz";"U$S 125.5"
"05-11-15";"B.Blanca";"Maiz";"U$S 129.44"
"16-11-15";"B.Blanca";"Maiz";"U$S 140.11"
"17-11-15";"B.Blanca";"Maiz";"U$S 140.01"
"19-11-15";"B.Blanca";"Maiz";"U$S 141.87"
"01-12-15";"B.Blanca";"Maiz";"U$S 154.67"
"01-02-16";"B.Blanca";"Maiz";"U$S 153.93"
"02-02-16";"B.Blanca";"Maiz";"U$S 155.7"
"10-02-16";"B.Blanca";"Maiz";"U$S 148.28"
"11-02-16";"B.Blanca";"Maiz";"U$S 150.27"
"12-02-16";"B.Blanca";"Maiz";"U$S 149.36"
"15-02-16";"B.Blanca";"Maiz";"U$S 148.65"
"16-02-16";"B.Blanca";"Maiz";"U$S 148.27"
"17-02-16";"B.Blanca";"Maiz";"U$S 149.63"
"23-02-16";"B.Blanca";"Maiz";"U$S 150.16"
"24-02-16";"B.Blanca";"Maiz";"U$S 150.68"
"25-02-16";"B.Blanca";"Maiz";"U$S 149.32"
"29-02-16";"B.Blanca";"Maiz";"U$S 139.24"
"01-03-16";"B.Blanca";"Maiz";"U$S 142.41"
"02-03-16";"B.Blanca";"Maiz";"U$S 143.68"
"03-03-16";"B.Blanca";"Maiz";"U$S 146.05"
"04-03-16";"B.Blanca";"Maiz";"U$S 142.11"
"07-03-16";"B.Blanca";"Maiz";"U$S 143.09"
"08-03-16";"B.Blanca";"Maiz";"U$S 142.76"
"09-03-16";"B.Blanca";"Maiz";"U$S 142.4"
"10-03-16";"B.Blanca";"Maiz";"U$S 146.68"
"11-03-16";"B.Blanca";"Maiz";"U$S 150.17"
"15-03-16";"B.Blanca";"Maiz";"U$S 148.07"
"16-03-16";"B.Blanca";"Maiz";"U$S 145.11"
"17-03-16";"B.Blanca";"Maiz";"U$S 143.81"
"18-03-16";"B.Blanca";"Maiz";"U$S 145.66"
"22-03-16";"B.Blanca";"Maiz";"U$S 146.98"
"23-03-16";"B.Blanca";"Maiz";"U$S 148.97"
"28-03-16";"B.Blanca";"Maiz";"U$S 149.02"
"29-03-16";"B.Blanca";"Maiz";"U$S 149.69"
"30-03-16";"B.Blanca";"Maiz";"U$S 150"
"31-03-16";"B.Blanca";"Maiz";"U$S 148.98"
"01-04-16";"B.Blanca";"Maiz";"U$S 148.99"
"04-04-16";"B.Blanca";"Maiz";"U$S 147.79"
"06-04-16";"B.Blanca";"Maiz";"U$S 148.71"
"07-04-16";"B.Blanca";"Maiz";"U$S 151.35"
"08-04-16";"B.Blanca";"Maiz";"U$S 150.28"
"11-04-16";"B.Blanca";"Maiz";"U$S 151.52"
"13-04-16";"B.Blanca";"Maiz";"U$S 154.91"
"14-04-16";"B.Blanca";"Maiz";"U$S 153.52"
"18-04-16";"B.Blanca";"Maiz";"U$S 166.2"
"19-04-16";"B.Blanca";"Maiz";"U$S 173.36"
"20-04-16";"B.Blanca";"Maiz";"U$S 174.34"
"21-04-16";"B.Blanca";"Maiz";"U$S 178.7"
"22-04-16";"B.Blanca";"Maiz";"U$S 174.83"
"25-04-16";"B.Blanca";"Maiz";"U$S 174.46"
"26-04-16";"B.Blanca";"Maiz";"U$S 174.7"
"27-04-16";"B.Blanca";"Maiz";"U$S 176.18"
"28-04-16";"B.Blanca";"Maiz";"U$S 188.81"
"02-05-16";"B.Blanca";"Maiz";"U$S 190.27"
"03-05-16";"B.Blanca";"Maiz";"U$S 183.1"
"09-05-16";"B.Blanca";"Maiz";"U$S 175.62"
"10-05-16";"B.Blanca";"Maiz";"U$S 175.64"
"11-05-16";"B.Blanca";"Maiz";"U$S 175.93"
"12-05-16";"B.Blanca";"Maiz";"U$S 169.37"
"13-05-16";"B.Blanca";"Maiz";"U$S 169.61"
"17-05-16";"B.Blanca";"Maiz";"U$S 176.8"
"18-05-16";"B.Blanca";"Maiz";"U$S 188.47"
"19-05-16";"B.Blanca";"Maiz";"U$S 187.94"
"20-05-16";"B.Blanca";"Maiz";"U$S 192.38"
"23-05-16";"B.Blanca";"Maiz";"U$S 195.94"
"24-05-16";"B.Blanca";"Maiz";"U$S 199.29"
"26-05-16";"B.Blanca";"Maiz";"U$S 200.07"
"27-05-16";"B.Blanca";"Maiz";"U$S 201.15"
"30-05-16";"B.Blanca";"Maiz";"U$S 201.15"
"31-05-16";"B.Blanca";"Maiz";"U$S 200.13"
"01-06-16";"B.Blanca";"Maiz";"U$S 200.72"
"02-06-16";"B.Blanca";"Maiz";"U$S 201.44"
"03-06-16";"B.Blanca";"Maiz";"U$S 202.15"
"06-06-16";"B.Blanca";"Maiz";"U$S 217.86"
"07-06-16";"B.Blanca";"Maiz";"U$S 216.76"
"16-06-16";"B.Blanca";"Maiz";"U$S 188.65"
"21-06-16";"B.Blanca";"Maiz";"U$S 171.8"
"22-06-16";"B.Blanca";"Maiz";"U$S 170.58"
"23-06-16";"B.Blanca";"Maiz";"U$S 166.09"
"24-06-16";"B.Blanca";"Maiz";"U$S 160.75"
"29-06-16";"B.Blanca";"Maiz";"U$S 200.27"
"01-07-16";"B.Blanca";"Maiz";"U$S 196.67"
"05-07-16";"B.Blanca";"Maiz";"U$S 202.7"
"06-07-16";"B.Blanca";"Maiz";"U$S 204.15"
"07-07-16";"B.Blanca";"Maiz";"U$S 203.74"
"11-07-16";"B.Blanca";"Maiz";"U$S 193.31"
"12-07-16";"B.Blanca";"Maiz";"U$S 164.84"
"21-07-16";"B.Blanca";"Maiz";"U$S 175.85"
"22-07-16";"B.Blanca";"Maiz";"U$S 186.12"
"25-07-16";"B.Blanca";"Maiz";"U$S 186.29"
"26-07-16";"B.Blanca";"Maiz";"U$S 181.94"
"27-07-16";"B.Blanca";"Maiz";"U$S 182.33"
"02-08-16";"B.Blanca";"Maiz";"U$S 177.78"
"03-08-16";"B.Blanca";"Maiz";"U$S 174.85"
"04-08-16";"B.Blanca";"Maiz";"U$S 169.7"
"05-08-16";"B.Blanca";"Maiz";"U$S 164.31"
"10-08-16";"B.Blanca";"Maiz";"U$S 170.42"
"11-08-16";"B.Blanca";"Maiz";"U$S 160.3"
"12-08-16";"B.Blanca";"Maiz";"U$S 160.19"
"16-08-16";"B.Blanca";"Maiz";"U$S 156.78"
"17-08-16";"B.Blanca";"Maiz";"U$S 159"
"18-08-16";"B.Blanca";"Maiz";"U$S 157.3"
"19-08-16";"B.Blanca";"Maiz";"U$S 157.53"
"22-08-16";"B.Blanca";"Maiz";"U$S 151.92"
"23-08-16";"B.Blanca";"Maiz";"U$S 148.25"
"24-08-16";"B.Blanca";"Maiz";"U$S 148.05"
"25-08-16";"B.Blanca";"Maiz";"U$S 149.06"
"26-08-16";"B.Blanca";"Maiz";"U$S 151.41"
"29-08-16";"B.Blanca";"Maiz";"U$S 151.66"
"30-08-16";"B.Blanca";"Maiz";"U$S 149.9"
"31-08-16";"B.Blanca";"Maiz";"U$S 153.38"
"01-09-16";"B.Blanca";"Maiz";"U$S 153.02"
"02-09-16";"B.Blanca";"Maiz";"U$S 153.77"
"05-09-16";"B.Blanca";"Maiz";"U$S 153.13"
"06-09-16";"B.Blanca";"Maiz";"U$S 153.13"
"07-09-16";"B.Blanca";"Maiz";"U$S 152.82"
"08-09-16";"B.Blanca";"Maiz";"U$S 152.62"
"09-09-16";"B.Blanca";"Maiz";"U$S 155.54"
"12-09-16";"B.Blanca";"Maiz";"U$S 155.54"
"13-09-16";"B.Blanca";"Maiz";"U$S 153.33"
"14-09-16";"B.Blanca";"Maiz";"U$S 153.03"
"15-09-16";"B.Blanca";"Maiz";"U$S 152.62"
"16-09-16";"B.Blanca";"Maiz";"U$S 154.66"
"19-09-16";"B.Blanca";"Maiz";"U$S 154.46"
"20-09-16";"B.Blanca";"Maiz";"U$S 154.56"
"21-09-16";"B.Blanca";"Maiz";"U$S 155.61"
"22-09-16";"B.Blanca";"Maiz";"U$S 154.64"
"23-09-16";"B.Blanca";"Maiz";"U$S 153.96"
"26-09-16";"B.Blanca";"Maiz";"U$S 152.89"
"27-09-16";"B.Blanca";"Maiz";"U$S 152.49"
"28-09-16";"B.Blanca";"Maiz";"U$S 152.7"
"29-09-16";"B.Blanca";"Maiz";"U$S 155.12"
"30-09-16";"B.Blanca";"Maiz";"U$S 155.45"
"03-10-16";"B.Blanca";"Maiz";"U$S 157.68"
"04-10-16";"B.Blanca";"Maiz";"U$S 158.21"
"05-10-16";"B.Blanca";"Maiz";"U$S 158"
"06-10-16";"B.Blanca";"Maiz";"U$S 157.79"
"07-10-16";"B.Blanca";"Maiz";"U$S 158.05"
"11-10-16";"B.Blanca";"Maiz";"U$S 159.2"
